id,intitule,entreprise,lieu,departement,contrat,experience,salaire,date_publication,rome,competences,url
5706230,Alternance Chargé(e) de Marketing Digital & E-commerce - Paris (F/H),,75 - Paris,75,CDD,Débutant accepté,,2026-08-05,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/5706230
5690951,Alternance - Chargé de marketing et de communication digitale F/H,,01 - Saint-Marcel,01,CDD,Débutant accepté,,2026-08-04,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/5690951
5688028,Chef / Cheffe de projet marketing digital (H/F),MSD,971 - Basse-Terre,97,CDD,Débutant accepté,,2026-08-03,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/5688028
5503385,Chargé / Chargée marketing digital (H/F),ASSOCIATION IMC ALTERNANCE,93 - Saint-Denis,93,CDD,Débutant accepté,,2026-07-28,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/5503385
5463117,Alternance Chef de projet marketing digital junior - Neuilly-sur-Seine (F/H),,92 - Neuilly-sur-Seine,92,CDD,Débutant accepté,,2026-07-25,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/5463117
5424948,Alternance Assistant gestion de projet et webmarketing - Le Bugue (F/H),,24 - Bugue,24,CDD,Débutant accepté,,2026-07-24,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/5424948
5424884,"Alternance Chargé marketing, data et IA - Marseille (F/H)",,13 - Marseille,13,CDD,Débutant accepté,,2026-07-24,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/5424884
5403894,Chargé / Chargée marketing digital (H/F),NANTES EVASION,85 - Dompierre-sur-Yon,85,CDD,Débutant accepté,,2026-07-24,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/5403894
5385509,Alternance Chargé(e) de Communication Digitale et E-commerce - Saint-Priest (F/H),,23 - Saint-Priest,23,CDD,Débutant accepté,,2026-07-23,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/5385509
5193363,Chargé / Chargée marketing digital (H/F),SECTIO-TECH,62 - Leulinghem,62,CDD,Débutant accepté,,2026-07-21,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/5193363
4828826,Chef de projet marketing (H/F),COOPERATIVE EUREDEN,29 - Landerneau,29,CDI,3 An(s),,2026-07-11,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/4828826
4706918,ADMINISTRATEUR CRM H/F,EJ PICARDIE,60 - Saint-Crépin-Ibouvillers,60,CDI,3 An(s),Annuel de 30000.0 Euros à 40000.0 Euros,2026-07-09,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/4706918
4526719,Chargé Marketing Digital & Communication H/F,Maison du Talent,06 - Nice,06,CDI,3 An(s),Annuel de 35000.0 Euros à 45000.0 Euros,2026-07-03,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/4526719
4422057,COMMERCIAL TERRAIN MOBILE MONEY H/F - Guédiawaye Dakar,,France,,CDI,Débutant accepté,,2026-07-01,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/4422057
2427329,Head of Talent Acquisition & Development (H/F) / Leiter Talent Acquisition & Development (m/w/d),,Luxembourg,,CDI,Expérience exigée,,2026-05-08,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/2427329
2026828,Web marketer (H/F),LECLERC VOYAGES,29 - Scaër,29,CDD,Débutant accepté,,2026-04-28,M1718,,https://candidat.francetravail.fr/offres/recherche/detail/2026828
